entrezGeneId,hugoGeneSymbol,type
100996930,LINC00621,ncRNA
100873827,RNU5E-2P,pseudogene
10344,CCL26,protein-coding
100873837,RNU5E-8P,pseudogene
169436,STKLD1,protein-coding
148304,C1ORF74,protein-coding
133395149,AMANZI,ncRNA
106479310,RN7SL240P,pseudogene
100271079,RPS20P8,pseudogene
26090,ABHD12,protein-coding
100270901,RPS20P7,pseudogene
84945,ABHD13,protein-coding
100270900,RPS20P6,pseudogene
55347,ABHD10,protein-coding
100270899,RPS20P5,pseudogene
200810,ALG1L1P,pseudogene
83451,ABHD11,protein-coding
100271080,RPS20P9,pseudogene
85293,KRTAP3-3,protein-coding
83897,KRTAP3-2,protein-coding
106481905,RNU6-597P,pseudogene
83896,KRTAP3-1,protein-coding
6226,RPS20P4,pseudogene
6225,RPS20P3,pseudogene
64726,RPS20P2,pseudogene
106479713,RNU6-331P,pseudogene
54025,RPS20P1,pseudogene
106481283,RNU6-330P,pseudogene
100506753,MAILR,ncRNA
-1811,MIR-373/373,miRNA
-1596,MIR-4520-1/5P,miRNA
3973,LHCGR,protein-coding
-1932,MIR-3606/3606,miRNA
105373786,CALCRL-AS1,ncRNA
100873840,RNU5E-9P,pseudogene
-164,MIR-744/744*,miRNA
127795,C1ORF87,protein-coding
317729,BLZF2P,pseudogene
119863861,TBC1D22A-DT,ncRNA
100127978,STBD1P1,pseudogene
101929425,BTBD9-AS1,ncRNA
392311,OR13C6P,pseudogene
106481369,RNU6-596P,pseudogene
100529145,TEN1-CDK3,other
23113,CUL9,protein-coding
9820,CUL7,protein-coding
100873832,RNU5E-6P,pseudogene
8065,CUL5,protein-coding
84329,HVCN1,protein-coding
57612,ERV3-2,other
8452,CUL3,protein-coding
8453,CUL2,protein-coding
2086,ERV3-1,protein-coding
54964,C1ORF56,protein-coding
8454,CUL1,protein-coding
79630,C1ORF54,protein-coding
148423,C1ORF52,protein-coding
388722,C1ORF53,protein-coding
79078,C1ORF50,protein-coding
100132066,ALG1L3P,pseudogene
79308,OR4P1P,pseudogene
138151,NACC2,protein-coding
112939,NACC1,protein-coding
106481370,RNU6-599P,pseudogene
613204,IFITM8P,pseudogene
106480571,RNU6-333P,pseudogene
100873836,RNU5E-7P,pseudogene
10385,BTN2A2,protein-coding
401509,ZNF658B,pseudogene
11120,BTN2A1,protein-coding
101930010,DST-AS1,ncRNA
342538,NACA2,protein-coding
80167,ABHD18,protein-coding
116236,ABHD15,protein-coding
100421096,NCAPGP1,pseudogene
100128795,LOC100128795,protein-coding
100421148,NCAPGP2,pseudogene
100130894,VAC14-AS1,ncRNA
-2585,MIR-3122/3122,miRNA
390218,IFITM9P,pseudogene
23148,NACAD,protein-coding
106479830,RNU6-598P,pseudogene
106481284,RNU6-332P,pseudogene
106479828,RNU6-593P,pseudogene
202227,PPIAP78,pseudogene
402213,PPIAP77,pseudogene
100289244,PPIAP79,pseudogene
100506946,PPIAP70,pseudogene
256374,PPIAP72,pseudogene
107986014,PPIAP71,pseudogene
131055,PPIAP74,pseudogene
391587,PPIAP73,pseudogene
79568,MAIP1,protein-coding
111082983,PPIAP76,pseudogene
111082968,PPIAP75,pseudogene
-2119,MIR-3156-3/5P,miRNA
647415,ALG1L5P,pseudogene
392377,OR13C1P,pseudogene
100128378,LINC00696,ncRNA
285401,LINC00698,ncRNA
-1253,MIR-494/3P,miRNA
442460,PPIAP89,pseudogene
152024,LINC00691,ncRNA
111082971,PPIAP88,pseudogene
285326,LINC00692,ncRNA
645206,LINC00693,ncRNA
106481368,RNU6-592P,pseudogene
151636,DTX3L,protein-coding
84570,COL25A1,protein-coding
100189523,TRQ-CTG14-1,tRNA
100996597,LINC00690,ncRNA
107986732,PPIAP81,pseudogene
402644,PPIAP80,pseudogene
111082969,PPIAP83,pseudogene
442713,PPIAP82,pseudogene
110596867,PPIAP85,pseudogene
111082984,PPIAP84,pseudogene
392352,PPIAP87,pseudogene
111082970,PPIAP86,pseudogene
100287520,GLYATL1B,protein-coding
100507582,BHLHE40-AS1,ncRNA
8650,NUMB,protein-coding
154822,LINC00689,ncRNA
283981,LINC00685,ncRNA
105376541,NRIP3-DT,ncRNA
140865,LINC00686,ncRNA
728450,LINC00687,ncRNA
28454,IGHV2-70,other
-214,MIR-7-3/5P,miRNA
111082972,PPIAP91,pseudogene
116435287,PPIAP93,pseudogene
84970,C1ORF94,protein-coding
106480787,VWA8P1,pseudogene
29803,REPIN1,protein-coding
728263,ALG1L7P,pseudogene
111082985,PPIAP90,pseudogene
222194,RSBN1L,protein-coding
-1252,MIR-494/5P,miRNA
106479829,RNU6-595P,pseudogene
115253419,TSPAN18-AS1,ncRNA
100189506,TRE-CTC4-1,tRNA
619207,SCART1,protein-coding
105372315,ERVS71-1,other
339879,ALG1L6P,pseudogene
100616200,ERVS71-2,other
136157,SSU72L6,protein-coding
3614,IMPDH1,protein-coding
196120,SSU72L5,protein-coding
3615,IMPDH2,protein-coding
121233923,PRKCH-AS1,ncRNA
441584,SSU72L4,protein-coding
360018,PRRC2CP1,pseudogene
143506,SSU72L3,protein-coding
390031,SSU72L2,protein-coding
390033,SSU72L1,protein-coding
57462,MYORG,protein-coding
100233209,PCED1B-AS1,ncRNA
100169750,PRINS,ncRNA
-803,MIR-589/589*,miRNA
-3629,MIR-106B/3P,miRNA
646382,DPPA5P1,pseudogene
100528006,DPPA5P3,pseudogene
100874380,DPPA5P2,pseudogene
285407,ALG1L9P,pseudogene
646701,DPPA5P4,pseudogene
340547,VSIG1,protein-coding
100505921,GLCCI1-DT,ncRNA
23584,VSIG2,protein-coding
91977,MYOZ3,protein-coding
-159,MIR-758/3P,miRNA
11326,VSIG4,protein-coding
58529,MYOZ1,protein-coding
51778,MYOZ2,protein-coding
123706506,ICAM4-AS1,ncRNA
391123,VSIG8,protein-coding
107984884,MMP2-AS1,ncRNA
100421039,NLRP7P1,pseudogene
118430,MUCL1,protein-coding
3431,SP110,protein-coding
135656,MUCL3,protein-coding
101410540,FANK1-AS1,ncRNA
53635,PTOV1,protein-coding
645015,ALG1L8P,pseudogene
2951,GSTP1P1,pseudogene
100130934,ZNF663P,pseudogene
-42,MIR-98-X/98,miRNA
105375734,SMILR,ncRNA
85027,SMIM3,protein-coding
51596,CUTA,protein-coding
79024,SMIM2,protein-coding
106479827,RNU6-591P,pseudogene
643008,SMIM5,protein-coding
219899,TBCEL,protein-coding
645381,TLE1P1,pseudogene
101929202,MKX-AS1,ncRNA
-2038,MIR-320A/320A,miRNA
51368,TEX264,protein-coding
388588,SMIM1,protein-coding
11262,SP140,protein-coding
113419,TEX261,protein-coding
79086,SMIM7,protein-coding
100130933,SMIM6,protein-coding
100132963,SMIM9,protein-coding
57150,SMIM8,protein-coding
-158,MIR-758/5P,miRNA
22937,SCAP,protein-coding
286205,SCAI,protein-coding
116150,NUS1,protein-coding
106480593,RNU6-590P,pseudogene
550112,UBA6-DT,ncRNA
100189538,TRQ-CTG13-1,pseudogene
-867,MIR-550A-3/550,miRNA
120824,TRIM51G,protein-coding
93164,HTR7P1,pseudogene
57016,AKR1B10,protein-coding
28627,TRBJ2-2P,other
441282,AKR1B15,protein-coding
130540,FLACC1,protein-coding
57458,TMCC3,protein-coding
105755954,ADGRD1-AS1,ncRNA
9911,TMCC2,protein-coding
23023,TMCC1,protein-coding
51076,CUTC,protein-coding
106480256,HSPE1P13,pseudogene
100286954,HSPE1P12,pseudogene
112323207,HSPE1P15,pseudogene
106481674,HSPE1P14,pseudogene
132542983,ITGAEP1,pseudogene
112352682,HSPE1P17,pseudogene
171421,HSPE1P16,pseudogene
106481675,HSPE1P19,pseudogene
106480257,HSPE1P18,pseudogene
728996,METTL8P1,pseudogene
3052,HCCS,protein-coding
60490,PPCDC,protein-coding
886,CCKAR,protein-coding
122149303,CABP7-DT,ncRNA
392426,NOLC1P1,pseudogene
-41,MIR-98-X/5P,miRNA
445372,TRIM6-TRIM34,other
100288726,HSPE1P20,pseudogene
-3516,MIR-1249/1249,miRNA
100289607,HSPE1P22,pseudogene
106480258,HSPE1P21,pseudogene
105378653,MIR3659HG,ncRNA
81628,TSC22D4,protein-coding
11119,BTN3A1,protein-coding
8848,TSC22D1,protein-coding
127255,LRRIQ3,protein-coding
1831,TSC22D3,protein-coding
84125,LRRIQ1,protein-coding
9819,TSC22D2,protein-coding
105371450,THBS3-AS1,ncRNA
390243,IZUMO1R,protein-coding
10384,BTN3A3,protein-coding
11118,BTN3A2,protein-coding
100421510,FAM20BP1,pseudogene
81501,DCSTAMP,protein-coding
887,CCKBR,protein-coding
389677,RBM12B,protein-coding
100189430,TRS-TGA3-1,tRNA
106481673,HSPE1P11,pseudogene
100288235,HSPE1P10,pseudogene
5558,PRIM2,protein-coding
6672,SP100,protein-coding
-3628,MIR-106B/5P,miRNA
5557,PRIM1,protein-coding
54922,RASIP1,protein-coding
8796,SCEL,protein-coding
100422710,PPFIA1P1,pseudogene
29890,RBM15B,protein-coding
23316,CUX2,protein-coding
1523,CUX1,protein-coding
105373637,SPOPL-DT,ncRNA
79966,SCD5,protein-coding
399748,CAP1P2,pseudogene
401076,CAP1P1,pseudogene
10894,LYVE1,protein-coding
64850,ETNPPL,protein-coding
10590,SCGN,protein-coding
93664,CADPS2,protein-coding
1098,CEACAMP10,pseudogene
-1765,MIR-378/422B,miRNA
54749,EPDR1,protein-coding
54435,HCG4,ncRNA
400668,PRSS57,protein-coding
106479087,RNU7-165P,pseudogene
136541,PRSS58,protein-coding
203074,PRSS55,protein-coding
10255,HCG9,ncRNA
-2172,MIR-3136/5P,miRNA
646960,PRSS56,protein-coding
339105,PRSS53,protein-coding
-1826,MIR-3692/5P,miRNA
100132509,ZNF114P1,pseudogene
221191,PRSS54,protein-coding
83642,SELENOO,protein-coding
57190,SELENON,protein-coding
140606,SELENOM,protein-coding
55829,SELENOS,protein-coding
644261,SLC25A53P1,pseudogene
6414,SELENOP,protein-coding
6447,SCG5,protein-coding
6415,SELENOW,protein-coding
348303,SELENOV,protein-coding
29106,SCG3,protein-coding
51714,SELENOT,protein-coding
7857,SCG2,protein-coding
100129813,CT45A11P,pseudogene
-3399,MIR-4751/4751,miRNA
-2854,MIR-3689D-2/3689D,miRNA
54532,USP53,protein-coding
159195,USP54,protein-coding
100189075,TRC-GCA12-1,tRNA
1347,COX7A2,protein-coding
1346,COX7A1,protein-coding
100130490,TPRG1LP1,pseudogene
641515,MGAT4EP,pseudogene
85477,SCIN,protein-coding
106479086,RNU7-164P,pseudogene
286140,RNF5P1,pseudogene
373509,USP50,protein-coding
344657,LRRIQ4,protein-coding
158880,USP51,protein-coding
127379720,MTARC2P1,pseudogene
-43,MIR-98-X/3P,miRNA
121328,GGTA2P,pseudogene
1086,CEACAMP11,pseudogene
106480259,HSPE1P24,pseudogene
-1827,MIR-3692/3P,miRNA
106481676,HSPE1P23,pseudogene
106481677,HSPE1P26,pseudogene
106480260,HSPE1P25,pseudogene
171420,HSPE1P28,pseudogene
64750,SMURF2,protein-coding
23302,WSCD1,protein-coding
106480261,HSPE1P27,pseudogene
57154,SMURF1,protein-coding
9671,WSCD2,protein-coding
266694,EEDP1,pseudogene
-3296,MIR-138-1/5P,miRNA
170712,COX7B2,protein-coding
100124332,YBX2P1,pseudogene
100124334,YBX2P2,pseudogene
100128268,ACTRT1P1,pseudogene
389421,LIN28B,protein-coding
-1863,MIR-3680/5P,miRNA
79727,LIN28A,protein-coding
89849,ATG16L2,protein-coding
55054,ATG16L1,protein-coding
100189312,TRA-AGC16-1,tRNA
767568,SNORD113-8,snoRNA
57558,USP35,protein-coding
767569,SNORD113-9,snoRNA
57602,USP36,protein-coding
57695,USP37,protein-coding
56099,PCDHGB7,other
84640,USP38,protein-coding
56100,PCDHGB6,other
57478,USP31,protein-coding
56101,PCDHGB5,other
84669,USP32,protein-coding
8641,PCDHGB4,other
56102,PCDHGB3,other
23032,USP33,protein-coding
56103,PCDHGB2,other
9736,USP34,protein-coding
100506012,PPP5D1P,pseudogene
767561,SNORD113-1,snoRNA
767562,SNORD113-2,snoRNA
79712,GTDC1,protein-coding
767563,SNORD113-3,snoRNA
767564,SNORD113-4,snoRNA
10713,USP39,protein-coding
767565,SNORD113-5,snoRNA
767566,SNORD113-6,snoRNA
767567,SNORD113-7,snoRNA
100996485,PITX1-AS1,ncRNA
285605,DTWD2,protein-coding
29925,GMPPB,protein-coding
338739,CSTF3-DT,ncRNA
56986,DTWD1,protein-coding
100873208,MTND3P1,pseudogene
29926,GMPPA,protein-coding
100873187,MTND3P3,pseudogene
100873180,MTND3P2,pseudogene
316,AOX1,protein-coding
100873186,MTND3P5,pseudogene
100873181,MTND3P4,pseudogene
84749,USP30,protein-coding
100873183,MTND3P7,pseudogene
100873182,MTND3P6,pseudogene
100873184,MTND3P9,pseudogene
100873185,MTND3P8,pseudogene
64854,USP46,protein-coding
9708,PCDHGA8,other
56108,PCDHGA7,other
55031,USP47,protein-coding
84196,USP48,protein-coding
56109,PCDHGA6,other
57118,CAMK1D,protein-coding
56110,PCDHGA5,other
25862,USP49,protein-coding
84132,USP42,protein-coding
56111,PCDHGA4,other
124739,USP43,protein-coding
56112,PCDHGA3,other
84101,USP44,protein-coding
56113,PCDHGA2,other
85015,USP45,protein-coding
56114,PCDHGA1,other
106479309,RN7SL239P,pseudogene
729614,SPEN-AS1,ncRNA
106480827,RNU7-169P,pseudogene
56107,PCDHGA9,other
107985325,GP6-AS1,ncRNA
100506747,MGAT4FP,pseudogene
646762,MIR550A3HG,ncRNA
80201,HKDC1,protein-coding
56104,PCDHGB1,other
55230,USP40,protein-coding
-2214,MIR-3124/3P,miRNA
100189082,TRA-TGC6-1,tRNA
57172,CAMK1G,protein-coding
79648,MCPH1,protein-coding
10021,HCN4,protein-coding
8975,USP13,protein-coding
816,CAMK2B,protein-coding
57657,HCN3,protein-coding
9097,USP14,protein-coding
28366,IGHVII-44-2,pseudogene
9958,USP15,protein-coding
817,CAMK2D,protein-coding
10600,USP16,protein-coding
9100,USP10,protein-coding
441687,TEX21P,pseudogene
56118,PCDHGCT,other
51292,GMPR2,protein-coding
8237,USP11,protein-coding
219333,USP12,protein-coding
815,CAMK2A,protein-coding
9403,SELENOF,protein-coding
106480987,RN7SL238P,pseudogene
58515,SELENOK,protein-coding
11274,USP18,protein-coding
85465,SELENOI,protein-coding
10869,USP19,protein-coding
280636,SELENOH,protein-coding
-2539,MIR-2116/2116,miRNA
100506409,ELOVL2-AS1,ncRNA
818,CAMK2G,protein-coding
23358,USP24,protein-coding
100189477,TRV-CAC14-1,tRNA
29761,USP25,protein-coding
83844,USP26,protein-coding
9351,NHERF2,protein-coding
9368,NHERF1,protein-coding
100506801,ECE1-AS1,ncRNA
79849,NHERF4,protein-coding
10868,USP20,protein-coding
56097,PCDHGC5,other
27005,USP21,protein-coding
26229,B3GAT3,protein-coding
135152,B3GAT2,protein-coding
56098,PCDHGC4,other
23326,USP22,protein-coding
27087,B3GAT1,protein-coding
8618,CADPS,protein-coding
5098,PCDHGC3,other
106479308,RN7SL237P,pseudogene
106479088,RNU7-167P,pseudogene
134505,EIF3KP1,pseudogene
-2174,MIR-3136/3P,miRNA
57646,USP28,protein-coding
57663,USP29,protein-coding
-3127,MIR-4475/4475,miRNA
100129045,EIF3KP2,pseudogene
645368,EIF3KP3,pseudogene
343990,CRACDL,protein-coding
-2907,MIR-3908/3908,miRNA
84461,NEURL4,protein-coding
140825,NEURL2,protein-coding
93082,NEURL3,protein-coding
9148,NEURL1,protein-coding
51540,SCLY,protein-coding
-2216,MIR-3124/5P,miRNA
610,HCN2,protein-coding
348980,HCN1,protein-coding
10866,HCP5,ncRNA
60592,SCOC,protein-coding
107075267,MTCO2P9,pseudogene
119545630,ST3GAL1-DT,ncRNA
106480296,MTCO2P4,pseudogene
100873203,MTCO2P3,pseudogene
100873202,MTCO2P2,pseudogene
140909,MTCO2P1,pseudogene
-461,MIR-7977/7977,miRNA
107075146,MTCO2P8,pseudogene
107075145,MTCO2P7,pseudogene
107075266,MTCO2P6,pseudogene
107075181,MTCO2P5,pseudogene
6342,SCP2,protein-coding
5568,PRKACG,protein-coding
94240,EPSTI1,protein-coding
5566,PRKACA,protein-coding
5567,PRKACB,protein-coding
7565,ZNF17,protein-coding
7566,ZNF18,protein-coding
7567,ZNF19,protein-coding
5565,PRKAB2,protein-coding
102800446,LINC-ADAIN,ncRNA
79048,SECISBP2,protein-coding
149041,RC3H1,protein-coding
7556,ZNF10,protein-coding
-163,MIR-744/744,miRNA
168620,BHLHA15,protein-coding
7559,ZNF12,protein-coding
-794,MIR-593/3P,miRNA
7561,ZNF14,protein-coding
5564,PRKAB1,protein-coding
54542,RC3H2,protein-coding
7564,ZNF16,protein-coding
59307,SIGIRR,protein-coding
23395,LARS2,protein-coding
6341,SCO1,protein-coding
1348,COX7A2P2,pseudogene
107984955,ELAVL4-AS1,ncRNA
9997,SCO2,protein-coding
51520,LARS1,protein-coding
319098,COX7A2P1,pseudogene
109729174,MIR4713HG,ncRNA
107985246,CSRP1-AS1,ncRNA
7576,ZNF28,protein-coding
84747,UNC119B,protein-coding
132949,AASDH,protein-coding
646442,SNX19P3,pseudogene
10641,NPRL2,protein-coding
100419047,SNX19P4,pseudogene
8131,NPRL3,protein-coding
378810,SNX19P1,pseudogene
7568,ZNF20,protein-coding
400094,SNX19P2,pseudogene
729894,ELMO2P1,pseudogene
7570,ZNF22,protein-coding
7571,ZNF23,protein-coding
7572,ZNF24,protein-coding
219749,ZNF25,protein-coding
7574,ZNF26,protein-coding
23367,LARP1,protein-coding
105378580,LINC01409,ncRNA
105369980,LINC01404,ncRNA
100131138,LINC01405,ncRNA
3060,HCRT,protein-coding
107080554,LINC01400,ncRNA
104797536,LINC01402,ncRNA
100288613,UBE2NP1,pseudogene
55119,PRPF38B,protein-coding
84950,PRPF38A,protein-coding
643244,RDXP1,pseudogene
51574,LARP7,protein-coding
7580,ZNF32,protein-coding
100132076,RDXP3,pseudogene
84852,ATP1A1-AS1,ncRNA
100874239,ARHGAP26-AS1,ncRNA
80778,ZNF34,protein-coding
5964,RDXP2,pseudogene
113251,LARP4,protein-coding
7584,ZNF35,protein-coding
55323,LARP6,protein-coding
100131033,PPIGP1,pseudogene
317767,SCOCP1,pseudogene
8496,PPFIBP1,protein-coding
8495,PPFIBP2,protein-coding
81887,LAS1L,protein-coding
53828,FXYD4,protein-coding
5349,FXYD3,protein-coding
486,FXYD2,protein-coding
90075,ZNF30,protein-coding
5348,FXYD1,protein-coding
81855,SFXN3,protein-coding
119559,SFXN4,protein-coding
53822,FXYD7,protein-coding
94081,SFXN1,protein-coding
53826,FXYD6,protein-coding
100189068,TRE-TTC8-1,pseudogene
118980,SFXN2,protein-coding
53827,FXYD5,protein-coding
94097,SFXN5,protein-coding
-172,MIR-7159/5P,miRNA
106480023,RNU6-1040P,pseudogene
5571,PRKAG1,protein-coding
51422,PRKAG2,protein-coding
7594,ZNF43,protein-coding
51710,ZNF44,protein-coding
441581,FRG2B,protein-coding
7596,ZNF45,protein-coding
100288801,FRG2C,protein-coding
197407,ZNF48,protein-coding
53632,PRKAG3,protein-coding
100128078,NIPAL1P1,pseudogene
130951,M1AP,protein-coding
642487,H1-8P1,pseudogene
100130048,H1-8P2,pseudogene
-2752,MIR-193/193A,miRNA
100421391,EIF5P2,pseudogene
100421390,EIF5P1,pseudogene
7592,ZNF41,protein-coding
100874129,ENOX1-AS1,ncRNA
100874130,ENOX1-AS2,ncRNA
-171,MIR-7160/3P,miRNA
10297,APC2,protein-coding
-170,MIR-7160/5P,miRNA
106481509,RNU6-1041P,pseudogene
100130855,USP3-AS1,ncRNA
-2940,MIR-3938/3938,miRNA
-851,MIR-556/3P,miRNA
-2077,MIR-3184/3184,miRNA
-3885,LET-7BL/3P,miRNA
126295,ZNF57,protein-coding
84134,TOMM40L,protein-coding
51651,PTRH2,protein-coding
2889,RAPGEF1,protein-coding
138428,PTRH1,protein-coding
9693,RAPGEF2,protein-coding
401730,IPMKP1,pseudogene
9771,RAPGEF5,protein-coding
1409,CRYAA,protein-coding
51735,RAPGEF6,protein-coding
10870,HCST,protein-coding
1410,CRYAB,protein-coding
10411,RAPGEF3,protein-coding
11069,RAPGEF4,protein-coding
325,APCS,protein-coding
100421569,GLYR1P1,pseudogene
-173,MIR-7159/3P,miRNA
26099,SZRD1,protein-coding
140706,CCM2L,protein-coding
7617,ZNF66,protein-coding
7620,ZNF69,protein-coding
5517,PPP2CBP1,pseudogene
5325,PLAGL1,protein-coding
5326,PLAGL2,protein-coding
54583,EGLN1,protein-coding
-1550,MIR-8052/8052,miRNA
-3061,MIR-4417/4417,miRNA
-3881,LET-7BL/5P,miRNA
112399,EGLN3,protein-coding
112398,EGLN2,protein-coding
-849,MIR-556/5P,miRNA
10445,MCRS1,protein-coding
100189218,TRS-GCT6-1,tRNA
6344,SCTR,protein-coding
7629,ZNF76,protein-coding
58492,ZNF77,protein-coding
7633,ZNF79,protein-coding
6895,TARBP2,protein-coding
6894,TARBP1,protein-coding
-3346,MIR-130B/130B,miRNA
7621,ZNF70,protein-coding
58491,ZNF71,protein-coding
7625,ZNF74,protein-coding
-2198,MIR-1254-2/1254,miRNA
128071535,LINC01472,ncRNA
101927217,LINC01473,ncRNA
101927258,LINC01474,ncRNA
101927324,LINC01475,ncRNA
107075292,MTCO2P31,pseudogene
107075195,MTCO2P30,pseudogene
-981,MIR-532/3P,miRNA
106480633,RNU6-1044P,pseudogene
101927134,LINC01470,ncRNA
101927149,LINC01471,ncRNA
3556,IL1RAP,protein-coding
327,APEH,protein-coding
-2788,MIR-3646/3646,miRNA
-3739,MIR-10392/5P,miRNA
339862,BALR6,ncRNA
109729142,MTCO2P34,pseudogene
-3865,MIR-802/802,miRNA
107075197,MTCO2P33,pseudogene
1326,MAP3K8,protein-coding
107075196,MTCO2P32,pseudogene
4293,MAP3K9,protein-coding
283416,LINC01465,ncRNA
9064,MAP3K6,protein-coding
6885,MAP3K7,protein-coding
-2688,MIR-3191/3191,miRNA
101928559,LINC01467,ncRNA
4216,MAP3K4,protein-coding
4217,MAP3K5,protein-coding
103695366,LINC01461,ncRNA
6468,FBXW4,protein-coding
54461,FBXW5,protein-coding
100874406,FAM106DP,pseudogene
26259,FBXW8,protein-coding
55294,FBXW7,protein-coding
106480025,RNU6-1045P,pseudogene
100129995,LINC01460,ncRNA
84261,FBXW9,protein-coding
80725,SRCIN1,protein-coding
26190,FBXW2,protein-coding
-3225,MIR-148/148A,miRNA
-3879,LET-7BL/7B,miRNA
100302751,NCLP1,pseudogene
100379142,NCLP2,pseudogene
-1073,MIR-518A-1/3P,miRNA
106480026,RNU6-1046P,pseudogene
100874522,SLC25A15P2,pseudogene
100422635,SLC25A15P3,pseudogene
100422624,SLC25A15P1,pseudogene
105616916,LINC01455,ncRNA
105373144,LINC01456,ncRNA
100422636,SLC25A15P4,pseudogene
100422642,SLC25A15P5,pseudogene
100288659,ZNF317P1,pseudogene
102723378,LINC01495,ncRNA
102723426,LINC01496,ncRNA
102723487,LINC01497,ncRNA
106480024,RNU6-1042P,pseudogene
101928420,LINC01490,ncRNA
101928442,LINC01491,ncRNA
101928496,LINC01492,ncRNA
101928536,LINC01493,ncRNA
101927300,GOT1-DT,ncRNA
-979,MIR-532/5P,miRNA
221223,CES5A,protein-coding
28348,IGHVIII-25-1,pseudogene
-1709,MIR-410/410,miRNA
55815,TSNAXIP1,protein-coding
-3146,MIR-4492/4492,miRNA
101928190,LINC01487,ncRNA
101928292,LINC01488,ncRNA
10087,CERT1,protein-coding
101928340,LINC01489,ncRNA
101928122,LINC01483,ncRNA
101928136,LINC01484,ncRNA
101928154,LINC01485,ncRNA
101928138,LINC01486,ncRNA
106481510,RNU6-1043P,pseudogene
101927931,LINC01480,ncRNA
8539,API5,protein-coding
101928104,LINC01482,ncRNA
104326056,ZNF511-PRAP1,other
101927728,LINC01476,ncRNA
101927900,LINC01477,ncRNA
101927921,LINC01478,ncRNA
101927922,LINC01479,ncRNA
101927242,LINC01430,ncRNA
106481229,RNU6-169P,pseudogene
100505683,LINC01431,ncRNA
51074,APIP,protein-coding
107984504,CPNE8-AS1,ncRNA
107075208,NDUFB2P1,pseudogene
101927678,LINC01429,ncRNA
-3338,MIR-133A-1/5P,miRNA
101927821,LINC01425,ncRNA
387748,OR56B1,protein-coding
100506385,LINC01426,ncRNA
2834,PRLHR,protein-coding
101929663,LINC01427,ncRNA
106481779,RNU6-1049P,pseudogene
101929265,LINC01428,ncRNA
101929539,LINC01422,ncRNA
196335,OR56B4,protein-coding
102724678,LINC01423,ncRNA
101928689,LINC01424,ncRNA
390073,OR56B2,protein-coding
204219,CERS3,protein-coding
55898,UNC45A,protein-coding
146862,UNC45B,protein-coding
79603,CERS4,protein-coding
106479640,RNU6-168P,pseudogene
100874106,MTUS2-AS2,ncRNA
91012,CERS5,protein-coding
253782,CERS6,protein-coding
-1798,MIR-374B/374B*,miRNA
8635,RNASET2,protein-coding
283848,CES4A,protein-coding
102723430,NEPRO-AS1,ncRNA
390084,OR56A5,protein-coding
102724001,LINC01418,ncRNA
103352670,LINC01419,ncRNA
157931,LOC157931,protein-coding
102724623,LINC01414,ncRNA
100132501,LINC01415,ncRNA
101927273,LINC01416,ncRNA
103352539,LINC01410,ncRNA
120793,OR56A4,protein-coding
101928176,LINC01411,ncRNA
390083,OR56A3,protein-coding
101928455,LINC01412,ncRNA
10715,CERS1,protein-coding
101928611,LINC01413,ncRNA
120796,OR56A1,protein-coding
29956,CERS2,protein-coding
101928744,LINC01450,ncRNA
401561,LINC01451,ncRNA
5562,PRKAA1,protein-coding
5563,PRKAA2,protein-coding
115426,UHRF2,protein-coding
100533177,KRTAP29-1,protein-coding
29128,UHRF1,protein-coding
100874241,STARD13-AS,ncRNA
-3684,MIR-548S/548S,miRNA
4298,MLLT1,protein-coding
4300,MLLT3,protein-coding
10892,MALT1,protein-coding
4302,MLLT6,protein-coding
-3743,MIR-10392/3P,miRNA
101929086,LINC01447,ncRNA
392536,FBLIM1P1,pseudogene
106481511,RNU6-1047P,pseudogene
101928795,LINC01448,ncRNA
401679,FBLIM1P2,pseudogene
101928773,LINC01449,ncRNA
400644,LINC01443,ncRNA
105377716,KCNIP1-AS1,ncRNA
101927642,LINC01444,ncRNA
100874107,MTUS2-AS1,ncRNA
102723605,LINC01445,ncRNA
401337,LINC01446,ncRNA
102723578,LINC01440,ncRNA
101927796,LINC01441,ncRNA
100507113,ZNF638-IT1,unknown
103456507,LINC01442,ncRNA
6653,SORL1,protein-coding
8862,APLN,protein-coding
-1072,MIR-518A-1/5P,miRNA
91368,CDKN2AIPNL,protein-coding
-3318,MIR-135A-2/135A,miRNA
200558,APLF,protein-coding
100996609,LINC01436,ncRNA
106480027,RNU6-1048P,pseudogene
106144527,LINC01438,ncRNA
100270679,LINC01432,ncRNA
728228,LINC01433,ncRNA
103695365,LINC01435,ncRNA
107986443,LINCADL,ncRNA
100874224,KRTAP10-13P,pseudogene
400892,BCRP2,pseudogene
644079,BCRP1,pseudogene
359809,PEG13,ncRNA
616,BCRP4,pseudogene
644165,BCRP3,pseudogene
728468,BCRP6,pseudogene
645280,SMPD4P1,pseudogene
23089,PEG10,protein-coding
648980,BCRP5,pseudogene
100133044,BCRP8,pseudogene
26272,FBXO4,protein-coding
100133163,BCRP7,pseudogene
441654,SMPD4P2,pseudogene
26273,FBXO3,protein-coding
26270,FBXO6,protein-coding
107126287,BCRP9,pseudogene
26271,FBXO5,protein-coding
26269,FBXO8,protein-coding
25793,FBXO7,protein-coding
-1135,MIR-513-2/5P,miRNA
106481227,RNU6-165P,pseudogene
26268,FBXO9,protein-coding
101929286,KCNMA1-AS3,ncRNA
101929310,KCNMA1-AS2,ncRNA
